"","playername","vpip","pfr","total_hands","money_won","rake","threebet","bb_per_100","total_rake_100","money_won_100","wwsf"
"9187","hoovennick21",38.2,18.9,228,-1562,1560,4.1,-13.7,0.07,-0.07,43.2
"9188","Hope0911",69.7,6.1,66,-13468,688,0,-385.53,0.1,-2.04,22.7
"9189","Hopeandpray",31.1,11.4,228,-109,2465,2.8,-4.83,0.11,0,31.1
"9190","hopeandpray1",39,14.9,672,11383,4518,5.7,33.88,0.07,0.17,52.9
"9191","HopkinsJohn",49.7,2.2,185,10000,1023,1.9,108.11,0.06,0.54,41.2
"9192","HOPLITE99",35.9,6.9,7210,-76701,55141,1.7,-20.4,0.08,-0.11,42.8
"9193","hoppie1",32.6,0.3,651,-2609,3786,0,-9.87,0.06,-0.04,42
"9194","Hoppie62",68.4,30.7,5711,-225784,58540,11.2,-80.01,0.1,-0.4,40.4
"9195","horniksnest0",100,0,4,298,49,0,149,0.12,0.74,25
"9196","hornman22",46.7,26.7,15,6,62,20,0.8,0.04,0,40
"9197","Horns555",47.1,0,17,-1132,62,0,-133.18,0.04,-0.67,14.3
"9198","Horpster99",53.7,13.7,95,-10250,1214,3.2,-215.79,0.13,-1.08,38.8
"9199","horses9",65.4,0,26,1818,209,0,56.62,0.08,0.7,46.7
"9200","horseshoe308",35.4,9.4,192,-292,1264,1.7,-1.52,0.07,-0.02,41.3
"9201","horseshoe711",70,46.7,30,25862,455,10,862.07,0.15,8.62,68.8
"9202","HorseshuPhil",33.1,20.1,344,-699,2345,1,-10.15,0.07,-0.02,42.9
"9203","hort336",31.5,18.5,92,10345,1446,4.8,56.24,0.16,1.12,31.8
"9204","hossman",39.4,7.8,411,-22660,4556,0.8,-62.68,0.11,-0.55,33.1
"9205","hot_dom_6",46.8,29.8,47,11367,413,33.3,41.23,0.09,2.42,47.1
"9206","hot4spades22",41,22,200,-11648,3431,10.3,-39.4,0.17,-0.58,34.8
"9207","HOT4SPADES22",43.9,29.3,82,-3990,920,29.6,-11.95,0.11,-0.49,55.6
"9208","hotcard08873",29.5,18.9,132,4469,741,6.2,67.71,0.06,0.34,63.6
"9209","hotchikslice",38.9,19.4,36,-2457,273,6.2,-136.5,0.08,-0.68,28.6
"9210","Hotchilly2",56.4,29.4,163,-5010,1665,8,-102.47,0.1,-0.31,30.7
"9211","hotdog1239",33.3,33.3,3,-824,20,NA,-549.33,0.07,-2.75,0
"9212","hotforspades",58.9,21.4,56,-20910,758,14.3,-746.79,0.14,-3.73,36.7
"9213","HOTHANDS1286",42.8,6.4,818,-14069,7484,1.2,-18.02,0.09,-0.17,42
"9214","HotisAAK1212",54.2,16.7,24,-3465,129,20,-288.75,0.05,-1.44,42.9
"9215","hotnix",35.7,21.4,14,-1507,144,0,-107.64,0.1,-1.08,40
"9216","HotPepperWW",33.9,3.3,121,-6875,556,0,-112.93,0.05,-0.57,57.8
"9217","HotSaucerman",21.6,15.9,3663,-42531,19454,5.7,-29.55,0.05,-0.12,41.2
"9218","hotshot2935",67.9,14.3,28,-1247,245,0,-89.07,0.09,-0.45,33.3
"9219","HotSick",44.1,9.9,111,3426,1571,0,-98.49,0.14,0.31,31.4
"9220","hotskullrick",0,0,2,-25,0,NA,-25,0,-0.12,NA
"9221","HOTTAMOLLY8",43.1,11.8,51,-2700,259,0,-105.88,0.05,-0.53,60
"9222","hottestgirleva8",57.4,7.4,68,-11206,770,0,-164.79,0.11,-1.65,36.1
"9223","HotWife",38.5,18,4359,-137325,45288,11.3,-30.79,0.1,-0.32,42.1
"9224","Houghton76",25.9,6.9,189,-7715,3140,1.6,-39.38,0.17,-0.41,28.3
"9225","Hounddog123",48,14.3,2739,-59087,34830,2.2,-30.84,0.13,-0.22,42.5
"9226","House!No!",0,0,17,-135,76,0,-26.47,0.04,-0.08,NA
"9227","house1488",77.8,58.3,36,932,123,33.3,87.25,0.03,0.26,50
"9228","hover_hand34",41,25.3,83,-13134,770,9.1,-158.24,0.09,-1.58,33.3
"9229","HoverHand34",30.6,15.3,98,1964,487,0,8.4,0.05,0.2,50
"9230","HOVITO",41.6,14.5,3364,3047,37505,6.5,-1.66,0.11,0.01,37.5
"9231","howaboutthat",48.7,17.9,39,1830,449,15.4,146.23,0.12,0.47,55
"9232","howard47",42.9,21.4,70,-1457,501,7.4,-41.63,0.07,-0.21,31.8
"9233","howardstern",26.3,5.3,19,-634,200,0,-66.74,0.11,-0.33,57.1
"9234","howbowdah",23.3,15.3,782,11109,5143,5.9,29.6,0.07,0.14,39
"9235","howcome",22.2,0,9,-1659,73,0,-368.67,0.08,-1.84,0
"9236","Howie",42,11.6,138,-5168,1277,2.4,-37.45,0.09,-0.37,32.1
"9237","Howie 1900",59.5,14.8,338,9885,3800,5.3,38.56,0.11,0.29,46.2
"9238","HowieDiddler24",56.2,25,16,3545,185,14.3,221.56,0.12,2.22,66.7
"9239","HowlingFantods",36.7,10.1,79,-2078,1005,0,-52.61,0.13,-0.26,28.6
"9240","HOYA86",44.2,13.5,52,166,231,0,6.38,0.04,0.03,48.1
"9241","hoyasax",44.9,11.2,107,-26558,1858,9.8,-248.21,0.17,-2.48,32.7
"9242","HoyaSaxa2003",50,50,2,-728,15,NA,-364,0.08,-3.64,0
"9243","hoysback",51.4,11.4,35,-9733,306,0,-280.94,0.09,-2.78,28.6
"9244","hoysrevenge",50.1,21.1,10586,-72178,131766,7.1,-5.98,0.12,-0.07,38.4
"9245","hppylilcloud",0,0,1,-50,0,0,-100,0,-0.5,NA
"9246","hprayacer174",63.7,8.8,91,-1799,431,2.3,-39.54,0.05,-0.2,44
"9247","hpstein",100,0,1,-86,2,NA,-4300,0.02,-0.86,0
"9248","hrdcorhays",41,13.8,629,-17659,5976,2.7,-30.32,0.1,-0.28,44.3
"9249","Hroller1288",40.6,5.9,1193,-8681,12348,1.7,-10.24,0.1,-0.07,39.1
"9250","HRS99",100,50,4,-17547,114,33.3,-4386.75,0.28,-43.87,0
"9251","hrswhalers",52.5,10.2,324,-2704,3462,2.8,-30.74,0.11,-0.08,45.2
"9252","hrtking618",50,0,2,124,9,NA,124,0.04,0.62,50
"9253","HRyanF",66.8,12.5,208,-39740,4822,2.5,-44.45,0.23,-1.91,32.6
"9254","hsayus",59.9,11.7,299,-544,2429,2.9,-3.64,0.08,-0.02,43.9
"9255","Hshah4522",62,14.3,342,23034,4504,11,79.68,0.13,0.67,51.6
"9256","Hshah45222",65.2,15.2,112,1615,1078,9.5,4.44,0.1,0.14,43.5
"9257","hshahofficia",29.2,6.2,48,-705,211,0,-29.38,0.04,-0.15,40
"9258","Hsu5601",27.3,9.1,11,4611,140,0,838.36,0.13,4.19,100
"9259","hthalab",44.1,6.4,440,-25837,5172,4.2,-66.5,0.12,-0.59,36.1
"9260","htownboy",29.8,10.6,47,3609,147,0,151.79,0.03,0.77,33.3
"9261","http404",26.7,2.9,445,-16827,5336,1.2,-15.67,0.12,-0.38,39.1
"9262","huapaasap",34.6,23.1,26,1268,402,0,24.38,0.15,0.49,33.3
"9263","Huavcuong",60,8,150,-24291,2747,4,-161.94,0.18,-1.62,28.4
"9264","hubbiee",38.3,21.7,460,13838,3483,7.2,42.34,0.08,0.3,51.9
"9265","Hubeihammer",24,16,25,-55,136,12.5,-4.4,0.05,-0.02,50
"9266","hud_seriously",26.4,19,231,2651,1497,9.7,11.48,0.06,0.11,37.8
"9267","Hudson8484",37.5,12.5,8,657,18,50,821.25,0.02,0.82,75
"9268","HudsunnyD",33.3,17.9,39,1423,92,0,121.64,0.02,0.36,72.7
"9269","huehue",37.8,22.9,349,1463,3471,9.2,13.61,0.1,0.04,48.4
"9270","HueJasole",42.6,28.7,101,-23569,1108,10.3,-247.42,0.11,-2.33,46.4
"9271","HueJASole",56.1,39,41,-18203,450,17.6,-435.44,0.11,-4.44,35.3
"9272","hugedummy911",56.8,29.8,315,17706,2512,5.3,71.5,0.08,0.56,53.2
"9273","hugefish28",40.8,16.3,49,-1221,184,14.3,-76.18,0.04,-0.25,42.1
"9274","hughesb13",38.7,4.2,191,-3708,1188,0,-45.43,0.06,-0.19,37
"9275","HughJ'Balz",31.9,4.3,69,2299,571,0,67.58,0.08,0.33,45.5
"9276","hughjass",37.5,0,8,-792,54,0,-179.25,0.07,-0.99,0
"9277","Hughman1",34.5,24,737,-39486,5442,5.6,-67.36,0.07,-0.54,49.5
"9278","hughman2",32.1,19,3667,-11595,24411,5.2,-4.21,0.07,-0.03,47.9
"9279","Hughman2",24.8,14.6,686,-11681,3940,5.5,-24.6,0.06,-0.17,44.2
"9280","Hugolycious",65.2,4.3,23,-5457,236,11.1,-474.52,0.1,-2.37,28.6
"9281","huie9998",42.3,6.7,104,2164,611,0,41.62,0.06,0.21,50
"9282","hulk13",42.3,10.6,265,-7000,2052,8.4,-52.83,0.08,-0.26,27.7
"9283","HulkofSales",48.1,7.4,27,-593,88,11.1,-54.7,0.03,-0.22,33.3
"9284","hulksmash",100,100,1,-440,18,NA,-220,0.18,-4.4,0
"9285","HulkSmash55",61.9,50,42,11306,446,12.5,269.19,0.11,2.69,55
"9286","humanahumana",30.5,18.4,141,-1608,1050,0,-11.4,0.07,-0.11,38.5
"9287","humbe2525",42.7,9.5,517,-6219,3941,5.4,-24.06,0.08,-0.12,39.4
"9288","Humbertico52",38,0,79,-1218,381,0,-30.84,0.05,-0.15,41.2
"9289","humbie",56.8,11.8,711,-34950,9821,3.3,-90.03,0.14,-0.49,44.6
"9290","humblepie",50,16.3,92,-2266,557,9.4,-49.26,0.06,-0.25,32.5
"9291","Humbo",64.3,12.1,429,-51115,5768,3,-153.56,0.13,-1.19,39.4
"9292","hummylun_plz",21.4,21.4,14,-3450,161,0,-246.43,0.12,-2.46,0
"9293","humphry davy",20.8,15,380,-9737,1501,0,-51.25,0.04,-0.26,30.3
"9294","humpy40",27.2,18.3,169,-9462,1000,4.4,-89.2,0.06,-0.56,34.1
"9295","Humskip",50,0,2,-150,40,NA,-150,0.2,-0.75,0
"9296","Hundo0090",56,6,84,2012,456,0,47.9,0.05,0.24,42.6
"9297","hungryjack",42.5,10,40,-4830,453,6.2,-241.5,0.11,-1.21,38.9
"9298","hunny7878",34.7,1.4,2580,65376,33337,1.3,22.43,0.13,0.25,47.5
"9299","hunteeer 05",35.4,26.2,65,-169,287,5,-17.78,0.04,-0.03,33.3
"9300","Hunter007",56.7,5.3,208,-9001,2671,1.2,-92.04,0.13,-0.43,21.4
"9301","HunterOfDeer",33,11.6,318,-30118,5154,3,-49.07,0.16,-0.95,41.5
"9302","huntington61",55.1,34.7,49,-10841,742,11.5,-221.24,0.15,-2.21,30
"9303","Huntir",30.3,11.1,561,-25014,3529,2.5,-62.59,0.06,-0.45,32.1
"9304","hurricane4k",66.7,0,9,127,59,0,28.22,0.07,0.14,40
"9305","hurricane89",31.1,19.2,1181,-79,11694,6.8,-7.69,0.1,0,42.4
"9306","Hurricane89",28.3,16.9,2869,-24397,28250,4,-8.42,0.1,-0.09,38.7
"9307","hus1986",42.9,14.3,21,-1584,92,0,-150.86,0.04,-0.75,33.3
"9308","hustinjager",60,20,5,-2331,67,0,-1007,0.13,-4.66,50
"9309","HustlaT",0,0,2,64,5,NA,64,0.02,0.32,50
"9310","Hustle_Man93",17.8,14.4,1090,-509,5416,6.4,9.27,0.05,0,44.7
"9311","Hustler16",66.7,6.7,15,-2225,168,0,-296.67,0.11,-1.48,36.4
"9312","hustlerboy20",54.5,9.1,22,274,150,0,24.91,0.07,0.12,53.8
"9313","Huta12345",44.9,30.2,1055,-71838,14100,15.3,-62.12,0.13,-0.68,42.2
"9314","Hutch10",85.7,34.3,35,12681,373,20,724.63,0.11,3.62,64.3
"9315","HuySmakuy",21.7,15.4,1567,-25880,6935,4.8,-27.94,0.04,-0.17,35.7
"9316","HVACWHAT",43.6,13.4,3610,-107027,41039,7.6,-17.04,0.11,-0.3,39.1
"9317","HW517",34.2,18.6,4217,84629,72040,5.2,13.9,0.17,0.2,45
"9318","hx364",27.5,11,182,19578,1916,1.9,83.6,0.11,1.08,54.2
"9319","Hybusa03",16.4,0,61,3909,403,0,133.9,0.07,0.64,50
"9320","hydraulic",49.2,14.4,1330,-130217,14338,3.7,-82.44,0.11,-0.98,38.8
"9321","hydraulic1",35.3,9.5,221,-3236,1595,2.3,-29.29,0.07,-0.15,32.5
"9322","hydropot00",36.4,0,11,-1247,69,0,-226.73,0.06,-1.13,0
"9323","hyerolla",48.3,29.7,118,-174942,2996,13.3,-489.58,0.25,-14.83,44.4
"9324","hyf5674",47.2,13.9,36,3732,225,5.6,207.33,0.06,1.04,60
"9325","HygieneMan",25.8,17.1,81367,1400497,974210,5.7,8.31,0.12,0.17,38.6
"9326","hyosung",53.3,11.8,195,-17927,1441,5.6,-139.11,0.07,-0.92,28.3
"9327","Hyperion",17.7,13.4,11826,48081,109914,5,3.51,0.09,0.04,45.6
"9328","hyun1104",58.8,26.2,420,-21189,5441,6.8,-56.78,0.13,-0.5,36.5
"9329","I-HATE-FISCO",50,0,2,209,5,0,209,0.02,1.04,100
"9330","I-M-Lando",38.3,12.5,3771,-174880,77061,4.5,-10.79,0.2,-0.46,44.2
"9331","I-M-Lando30",23.3,10.5,86,-1435,591,0,-16.69,0.07,-0.17,46.7
"9332","I = Gamblor",30.8,23.1,26,691,51,0,88.62,0.02,0.27,42.9
"9333","I Hobbes I",17.9,13.6,1828,1068,8956,5,3.5,0.05,0.01,40.7
"9334","I._.11._.I",23.6,16,212,18492,4045,8.2,21.8,0.19,0.87,42.9
"9335","i.clown777",25,16.7,689,-3752,4706,6.9,-10.89,0.07,-0.05,45
"9336","I_Am_Lex",51.9,25.6,133,-8772,1852,9.5,-65.95,0.14,-0.66,38
"9337","I_BES_BRUFFING",26.3,18,37952,142441,617229,6.8,1.54,0.16,0.04,41.4
"9338","i_gots_teh_nuts",28.2,19.3,2352,68643,27231,5.6,32.45,0.12,0.29,41.7
"9339","I_hope_I_win",52.1,37.5,48,7813,814,20,81.42,0.17,1.63,47.1
"9340","i_like_this_pot",48,6.7,298,-3868,2184,0,-7.71,0.07,-0.13,42.8
"9341","i_love_pizza",32.7,16.4,55,-6134,361,5.3,-223.05,0.07,-1.12,38.9
"9342","i_m_no_angel",59.6,10.4,183,7981,1700,7.5,43.61,0.09,0.44,44
"9343","i_ron_man",25,16.7,12,638,101,0,106.33,0.08,0.53,25
"9344","i_shall_prevail",25.2,13.8,369,-2680,3017,1,-14.83,0.08,-0.07,37.8
"9345","i_speak_hair",9.7,0,31,574,244,0,13.68,0.08,0.19,100
"9346","I<3Rainbows",50,25,4,-173,42,NA,-21.5,0.1,-0.43,50
"9347","i2gintel",38.3,17.7,141,-23813,1892,7.8,-92.4,0.13,-1.69,40
"9348","i3Bet4DaCULTURE",50.5,28.6,91,-7431,1060,12,-163.32,0.12,-0.82,30
"9349","I3raveheartx",50,50,2,-463,11,NA,-771.5,0.06,-2.31,50
"9350","i6engine*",0,0,2,50,0,NA,25,0,0.25,NA
"9351","I7esperado",25,8.3,24,981,267,10,81.75,0.11,0.41,37.5
"9352","I800GAMBLER",10,10,20,-537,45,0,-53.7,0.02,-0.27,0
"9353","ia1129",21.8,10.9,55,-418,578,0,-7.6,0.11,-0.08,33.3
"9354","IAAN07",53,7.3,355,-21863,3431,2.8,-86.28,0.1,-0.62,35
"9355","Iago1",51.8,4.8,83,-1731,1412,0,24.78,0.17,-0.21,37.2
"9356","iagoinpa",39.5,4.4,114,7720,1593,0,90.96,0.14,0.68,41.7
"9357","iaintnokilla",68.8,6.2,32,1880,507,0,58.75,0.16,0.59,50
"9358","iakodagreek",20.8,2.8,72,-3141,414,0,-105.25,0.06,-0.44,31.2
"9359","ialwaysbluff",49.2,17.5,63,5789,590,14.3,123.29,0.09,0.92,53.8
"9360","iAmAwesomes",40,21.2,80,-3622,604,6.7,-104.39,0.08,-0.45,50
"9361","iambosshog",34.5,20.9,139,-13234,1337,3.8,-95.21,0.1,-0.95,47.2
"9362","iamdabosshog",0,0,10,-300,51,0,-30,0.05,-0.3,NA
"9363","IAmDaRazor",50,0,4,361,11,0,180.5,0.03,0.9,50
"9364","iamdewman",23.4,10.9,64,-5601,543,8.7,-175.03,0.08,-0.88,30.8
"9365","iAmFuzzyBear",23.3,15.3,275,13330,3568,6.7,24.24,0.13,0.48,39.6
"9366","iamgayee",0,0,1,0,0,NA,0,0,0,NA
"9367","iamgfoster",38,17.3,150,-1664,1075,2.2,-24.43,0.07,-0.11,32.7
"9368","iamhsu",100,50,2,120,1,NA,120,0,0.6,100
"9369","IamImplied",29.4,23.5,17,1989,223,0,58.53,0.13,1.17,66.7
"9370","iamirv",30.2,22.3,139,-8335,1592,10.6,-61.4,0.11,-0.6,40.6
"9371","iamjosephsuh",58.3,12.4,1790,-40877,18168,5.2,-30.26,0.1,-0.23,39.6
"9372","IAMJP92",53.8,33.1,130,-14395,1267,8.9,-157.56,0.1,-1.11,36
"9373","iamknotholy",58.5,2.4,41,-6411,552,0,-358.15,0.13,-1.56,34.6
"9374","iamlegend",66.8,18.4,196,-10221,2666,15,-66.23,0.14,-0.52,39.3
"9375","iamlucky777",63.6,28.6,77,-4561,616,9.4,-118.47,0.08,-0.59,47.4
"9376","IamLucyy",34.9,15.1,86,-4678,531,5.9,-45.98,0.06,-0.54,32
"9377","IamNasteeNate",40.6,4.7,64,-1000,484,0,-31.25,0.08,-0.16,32.1
"9378","iamnutz",26.7,7.9,1006,-16556,6266,2,-32.91,0.06,-0.16,31.5
"9379","Iamplayer777",35.6,20.2,1209,-16930,7279,4.2,-29.4,0.06,-0.14,44.5
"9380","iampressure",23.1,15.4,13,404,38,0,310.77,0.03,0.31,66.7
"9381","iamscoobydoo",35.9,21.5,368,-8977,2447,3,-52.01,0.07,-0.24,41.9
"9382","IamScramNow",37.3,7.7,271,1306,1729,5.4,14.18,0.06,0.05,45.7
"9383","iamsesha",68.8,11.6,173,-20202,2483,8.6,-132.09,0.14,-1.17,32.5
"9384","iamsherlock1",12.5,0,8,967,62,0,241.75,0.08,1.21,50
"9385","IamSkynet",83.3,72.2,36,210,636,61.5,5.83,0.18,0.06,37.5
"9386","iamsree",51.4,9.6,292,-9612,2351,7,-38.72,0.08,-0.33,40.2
"9387","IAmstuckInIra99",55.4,4.6,65,-20957,791,11.1,-322.42,0.12,-3.22,17.6
"9388","Iamtaxman",47.4,6.4,439,-12823,3776,3.6,-55.84,0.09,-0.29,34.9
"9389","IAmTheKos",23.2,18.4,185,-2853,788,4.3,-34.22,0.04,-0.15,27.6
"9390","IamTheVVind",14.2,7.7,169,2644,1246,1.6,31.29,0.07,0.16,34.5
"9391","Iamtyphoon",41.9,12.9,31,-3069,233,0,-198,0.08,-0.99,36.4
"9392","IAMWINNER",23.5,17.7,592,-1653,4089,7.9,15.49,0.07,-0.03,37.8
"9393","iamyellowlime",47.2,31.7,1320,-385669,26777,17.2,-123.4,0.2,-2.92,42.1
"9394","ian78",50.8,8.8,703,-10091,6500,1.7,-14.12,0.09,-0.14,37.3
"9395","ianclayton",0,0,4,-450,89,0,-112.5,0.22,-1.12,0
"9396","iannetta1989",56.7,6.7,30,665,161,0,51,0.05,0.22,36.8
"9397","IATA89",45.1,29.7,91,-22978,800,10,-505.01,0.09,-2.53,50
"9398","IAtennis.org",64,36,25,-9950,268,0,-796,0.11,-3.98,23.1
"9399","ibe99",29.8,10.7,1847,-27914,12146,3,-30.84,0.07,-0.15,43.2
"9400","ibejaime",33.3,12.3,57,-569,87,5,-111.75,0.02,-0.1,66.7
"9401","ibestgirl",38.5,0,13,-744,102,0,-114.46,0.08,-0.57,20
"9402","ibetilose",33.8,13.2,441,-3019,4261,1.4,-12.68,0.1,-0.07,45.9
"9403","ibetjim",19,9.5,21,-495,20,0,-235.71,0.01,-0.24,0
"9404","ibg979",28.9,15.2,1054,-53037,7765,4.8,-100.5,0.07,-0.5,38.5
"9405","ibhonggg",40,8,25,-924,82,0,-73.92,0.03,-0.37,30.8
"9406","ibigshot",54.5,9.1,11,-5000,141,0,-909.09,0.13,-4.55,14.3
"9407","ibiii",16.7,4.2,24,-137,214,0,-11.42,0.09,-0.06,25
"9408","ibleed100s",50.5,43,93,18534,1104,23.1,156.57,0.12,1.99,57.1
"9409","iBleedBlue42",32.5,12.4,452,10675,4453,6.1,23.62,0.1,0.24,55.4
"9410","ibluffalways",25,0,4,80,6,0,40,0.02,0.2,100
"9411","ibrahimovic7",72.2,7.2,97,-1661,571,2.8,-34.25,0.06,-0.17,43.1
"9412","iBuka",53.3,13.1,559,-21370,5804,7.4,-51.35,0.1,-0.38,37.7
"9413","ibuprofen",39.8,13.3,113,7526,722,9.1,133.2,0.06,0.67,39.5
"9414","ibx211",41.7,0,12,-4783,164,0,-398.58,0.14,-3.99,20
"9415","icall2s",64.4,20,45,-21701,773,0,-241.11,0.17,-4.82,48.1
"9416","icall77",30.5,14.2,1447,5703,23631,6.7,7.88,0.16,0.04,48.6
"9417","icall7777",47.4,21.1,19,-3184,162,20,-246.53,0.09,-1.68,42.9
"9418","ICameAsARat",23.5,16.1,2868,-62842,25008,7,-28.04,0.09,-0.22,39.7
"9419","Ice_sack",28.8,13.5,52,-12632,398,8.3,-485.85,0.08,-2.43,25
"9420","iceberg",46,24.5,139,-7912,2414,11.8,3.81,0.17,-0.57,33.3
"9421","IceCake",37.7,20.5,438,13098,6083,11.8,15.25,0.14,0.3,34.6
"9422","IceCold1384",0,0,2,-45,23,0,-75,0.12,-0.22,NA
"9423","icecreamman77",33.8,10.7,1189,-57139,21938,2.5,-12.09,0.18,-0.48,36.6
"9424","icecrmstr",100,0,1,-150,8,0,-300,0.08,-1.5,0
"9425","Iceman1215",32.3,12.9,31,-1800,148,11.1,-58.06,0.05,-0.58,40
"9426","Iceman6391",50,50,2,-3650,63,100,-912.5,0.32,-18.25,0
"9427","iceman78",42.4,2,99,-6866,725,3.2,-138.71,0.07,-0.69,22.5
"9428","ICEMAN850",36.5,7.7,4916,-161729,58083,6.7,-28.3,0.12,-0.33,37
"9429","ICharmanderI",37.9,17.2,29,1648,141,0,113.66,0.05,0.57,42.9
"9430","ichester87",45.6,12.2,320,-30087,4859,8.2,-57.42,0.15,-0.94,45.3
"9431","ichiban18",26.7,6.7,359,-7799,2309,1.8,-42.84,0.06,-0.22,38.3
"9432","ickyslicrick",50,0,2,448,27,NA,224,0.14,2.24,100
"9433","iCoby",40,20,5,2721,137,50,272.2,0.27,5.44,50
"9434","IcooleredU",27.1,8.6,70,1352,694,0,38.63,0.1,0.19,25
"9435","icreatedwsop",53.6,10.7,28,-3054,265,0,-218.14,0.09,-1.09,26.7
"9436","iCrushHeads",50,30,10,552,40,0,184,0.04,0.55,60
"9437","icrushu2",46.4,19.6,56,8076,465,6.2,288.43,0.08,1.44,40.9
"9438","Icy911",54.5,39.4,33,1853,388,9.1,117.61,0.12,0.56,46.2
"9439","icyfire111",50,5.6,18,166,202,12.5,-52.94,0.11,0.09,60
"9440","IDareU2BetMe",100,0,2,-410,7,0,-2050,0.04,-2.05,0
"9441","idfsoldier",39.5,13.2,38,-80000,902,4.5,-526.34,0.24,-21.05,36.4
"9442","idgaf22",28.2,7.7,39,6813,1040,0,43.67,0.27,1.75,45.5
"9443","IDonateToYou",6.7,0,15,-195,50,0,-43.33,0.03,-0.13,0
"9444","IdRatherGolf",0,0,3,-200,44,0,-33.33,0.15,-0.67,NA
"9445","IEmbalmpeeps",68.6,22.9,35,-3120,139,8.3,-293.03,0.04,-0.89,33.3
"9446","ifernando090",76.1,4.5,88,16934,852,6.9,384.86,0.1,1.92,45.9
"9447","IfLoPsEtS74",35.9,16.9,602,-593,5924,2.9,21.92,0.1,-0.01,41.1
"9448","IFMI44",42.1,5.3,57,191,390,0,6.7,0.07,0.03,29.2
"9449","ifolded2pair",34.4,6.2,64,12664,696,3.6,197.88,0.11,1.98,59.1
"9450","iFoldN0T",28.8,16.9,59,13488,673,3.6,122.31,0.11,2.29,61.1
"9451","Ifoldto3Bets",41.7,33.3,12,-81,17,40,-13.5,0.01,-0.07,33.3
"9452","iganatz",24.6,12.2,606,5091,5936,4.2,8.18,0.1,0.08,40.3
"9453","igerrr",51,22.2,939,-71469,13500,6.6,-59.95,0.14,-0.76,32.6
"9454","iggy675",44.2,16.3,43,5328,350,0,123.91,0.08,1.24,60
"9455","Igi123",100,100,1,-5140,50,NA,-10280,0.5,-51.4,0
"9456","Igmak",54.1,13.5,74,-9439,753,10.7,-255.11,0.1,-1.28,25.6
"9457","Ignant Ant",26.3,11.4,395,18225,3371,3.1,64.1,0.09,0.46,38.9
"9458","Ignatiuss44",47.2,32,231,-33828,3198,13.8,-145.37,0.14,-1.46,30.2
"9459","Ignitiondrew02",70,20,10,-729,152,100,-72.9,0.15,-0.73,50
"9460","igoheadhntr",38,8.5,71,-2611,674,0,-36.76,0.09,-0.37,39.3
"9461","igonz421",31.4,2.9,35,-3527,257,0,-100.77,0.07,-1.01,8.3
"9462","igonza",28.1,21.9,64,-2974,628,10.5,6.27,0.1,-0.46,52.9
"9463","Igorb1000",73.8,5.6,591,-46381,8789,2.1,-66.02,0.15,-0.78,35.7
"9464","igotabeergut",30.3,4.6,109,-81,1234,2.9,27.06,0.11,-0.01,30.6
"9465","igotabigpair",41.1,16.7,90,-3246,581,3.7,-72.13,0.06,-0.36,47.2
"9466","igotchu754",34.6,14,107,-19833,819,5.4,-289.71,0.08,-1.85,26.5
"9467","igotit",48.7,10.3,39,1414,262,0,72.51,0.07,0.36,42.1
"9468","igotjokes",33.3,23.8,126,1074,1074,5.3,43.46,0.09,0.09,51.3
"9469","igottago716",75,31.2,128,-7841,990,27.9,-122.52,0.08,-0.61,27.9
"9470","IGotTheNuts01",45.5,18.2,11,-26399,146,0,-1200,0.13,-24,0
"9471","IGotTheNuts2013",45.6,7.8,658,-14702,5923,3.6,-40.21,0.09,-0.22,37.1
"9472","IGotTheNuts99",40.8,12.3,130,2951,961,2.6,45.4,0.07,0.23,53.8
"9473","igoturmoney",59.2,0,49,-3745,294,0,-152.86,0.06,-0.76,44.8
"9474","IGotYou718",45.4,19.4,324,14818,2957,5.4,63.94,0.09,0.46,42
"9475","igraffiki",33.3,0,3,0,0,NA,0,0,0,NA
"9476","iHak201313",50,0,2,-30,1,0,-150,0,-0.15,0
"9477","ihan28",0,0,2,-100,2,0,-100,0.01,-0.5,0
"9478","ihatedurrr",51.6,9.7,31,-1830,255,6.7,-82.52,0.08,-0.59,16.7
"9479","IHateDurrr",30,0,20,-1050,113,0,-105,0.06,-0.52,0
"9480","Ihateflips",47.1,47.1,17,-2949,107,50,-173.47,0.06,-1.73,50
"9481","ihatemyjob",48.8,28.2,248,-29818,2362,6.6,-152.48,0.1,-1.2,43.6
"9482","Ihatepoker24",50,0,6,840,35,0,140,0.06,1.4,66.7
"9483","IHateRNGs",0,0,4,-75,2,0,-37.5,0,-0.19,NA
"9484","ihaveair",42.7,18.8,96,-10718,1081,18.5,-111.65,0.11,-1.12,28.6
"9485","IHaveKankles",33.7,5.3,95,-7057,817,0,-131.99,0.09,-0.74,32.3
"9486","ihavetocall",46.5,4.7,86,-3889,581,0,-90.44,0.07,-0.45,31
"9487","iheartboobs",28.3,20.3,1129,-25278,10710,9.1,-18.22,0.09,-0.22,43.4
"9488","ihockey26",38.7,7.8,217,7347,1434,1.2,67.71,0.07,0.34,53.8
"9489","ihsansshade",55.2,31,58,-7243,375,7.7,-249.76,0.06,-1.25,54.2
"9490","IHurtYourEGO",50,25,4,201,32,NA,100.5,0.08,0.5,100
"9491","III111II11I1",33.5,22.3,215,1236,1485,4.3,6.2,0.07,0.06,40.4
"9492","iiiiva",22.1,6.5,77,-13509,668,5.7,-175.44,0.09,-1.75,18.8
